REV,ACC,AUT,YEAR,JOUR,TITLE,STRESS_CLASS,STRESS_EXACT,RECEPT,AQUA_TERR,SYSTEM,STR_MEAS,FUN_MEAS,STR_VAR,STR_VAR
Mendonca,448,Sangiorgio,2010,Hydrobiologia,How can habitat size influence leaf litter decomposition in five mid-Appalachian springs (USA)? The importance of the structure of the detritivorous guild,Habitat size,ecosystem surface area,invertebrates,aquatic,field,Yes,Yes,invertebrate community composition; ecological guilds; species richness,leaf litter breakdown
Mendonca,449,Sanon,2009,Fems Microbiology Ecology,"Changes in soil diversity and global activities following invasions of the exotic invasive plant, Amaranthus viridis L., decrease the growth of native sahelian Acacia species",Invasive species,Amaranthus viridis,microbes; plants,terrestrial,field; lab,Yes,Yes,microbial community composition; density; diversity; abundance,seedling growth; rhizobial growth; micorrhizal growth; enzyme activity
Mendonca,450,Saxena,2015,Environmental Science & Technology,Ecogenomics Reveals Metals and Land-Use Pressures on Microbial Communities in the Waterways of a Megacity,Land use change change,Urbanization,microbes,aquatic,field,Yes,No,microbial community composition; richness; functional gene relative abundance,NA
Mendonca,452,Schafer,2007,Science of the Total Environment,Effects of pesticides on community structure and ecosystem functions in agricultural streams of three biogeographical regions in Europe,chemical stressor,pesticide,invertebrates; microbes,aquatic,field,Yes,Yes,macroinvertebrate community composition; trait-based classification; relative abundance,leaf litter breakdown
Mendonca,454,Schultheis,1997,Hydrobiologia,Structural and functional responses of stream insects to copper pollution,Metal,copper,benthic invertebrates,aquatic,field,Yes,Yes,"species richness, abundance, community composition",leaf decomposition
Mendonca,457,Silva,2011,International Review of Hydrobiology,Ecosystem Functioning and Community Structure as Indicators for Assessing Environmental Impacts: Leaf Processing and Macroinvertebrates in Atlantic Forest Streams,Land use change change,pasture,macroinvertebrates,aquatic,field,Yes,Yes,macroinvertebrate diversity and abundance,leaf decomposition
Mendonca,458,Simonin,2016,Scientific Reports,Titanium dioxide nanoparticles strongly impact soil microbial function by affecting archaeal nitrifiers,chemical stressor,titanium dioxide nanoparticles,microbes,terrestrial,lab,Yes,Yes,"microbial diversity, functional guilds, abundance","nutrient transformation, denutrient transformation"
Zubrod,460,Spivak,2009,Marine Ecology Progress Series,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera marina bed: a field experiment,Nutrients & predation,eutrophication and fishing,epifauna of an eelgrass,aquatic,field,Yes,Yes,OM production and quality,epifaunal community composition
Zubrod,461,Stormer,2013,Marine Pollution Bulletin,Geo-Chip analysis reveals reduced functional diversity of the bacterial community at a dumping site for dredged Elbe sediment,physical,dumping of dredged sediments,bacteria,aquatic,field,Yes,,functional gene array GeoChip 4.2,
Zubrod,462,Strickland,2009,Functional Ecology,Litter quality is in the eye of the beholder: initial decomposition rates as a function of inoculum characteristics,resource quality,new resource quality,microbes,terrestrial,lab,Yes,Yes,microbial community composition,respiration
Zubrod,463,Sun,2016,Applied Soil Ecology,Microbial community structure and predicted bacterial metabolic functions in biochar pellets aged in soil after 34 months,eutrophication,biochar application,microbes,terrestrial,lab,Yes,Yes,microbial community composition,activity of bacteria and fungi
Zubrod,464,Tarling,2012,Deep-Sea Research Part II-Topical Studies in Oceanography,DISCOVERY 2010: Spatial and temporal variability in a dynamic polar ecosystem,eutrophication,iron,algae,aquatic,field,Yes,Yes,inter alia phytoplankton community composition,inter alia primary production
Zubrod,465,Tatariw,2013,Ecology,Denitrification in a large river: consideration of geomorphic controls on microbial activity and community structure,multiple stressors,Multiple,microbes,aquatic,field,Yes,Yes,microbial community composition,denutrient transformation
Zubrod,466,Taylor,2004,Global Change Biology,Response of different decomposer communities to the manipulation of moisture availability: potential effects of changing precipitation patterns,Climate,moisture availability,macro-;meso-;microfauna,terrestrial,field,Yes,Yes,soil community diversity,litter decomposition
Zubrod,467,Telesh,1999,Hydrobiologia,Response of aquatic communities to anthropogenic stress: a comparative study of Neva Bay and the eastern Gulf of Finland,eutrophication,,phytoplankton; zooplankton; macrozoobenthos,aquatic,field,Yes,Yes,community composition,primary production
Zubrod,469,Thompson,2016,Freshwater Biology,Gene-to-ecosystem impacts of a catastrophic pesticide spill: testing a multilevel bioassessment approach in a river ecosystem,chemical stressor,pesticide spill,microbes; diatoms; macroinvertebrates and fish,aquatic,field,Yes,Yes,community composition,microbial and invertebrate leaf-litter decomposition and microbial functional potential
Zubrod,470,Tlili,2011,Science of the Total Environment,Impact of chronic and acute pesticide exposures on periphyton communities,chemical stressor,herbicide diuron in mixture with the fungicide tebuconazole,periphyton,aquatic,lab,Yes,Yes,periphyton community composition,photosynthetic efficiency
Zubrod,471,Tobor,2005,Oikos,Functional stability of microbial communities in contaminated soils,multiple stressors,Cu and low pH and lead or salt,microbes,terrestrial,field,No,Yes,NA,respiration
Zubrod,472,Tolkkinen,2015,Ecology,Multi-stressor impacts on fungal diversity and ecosystem functions in streams: natural vs. anthropogenic stress,multiple stressors,forest drainage and low pH,fungal decomposers,aquatic,field,Yes,Yes,fungal species richness and community composition ,decomposition rates
Zubrod,473,Tolkkinen,2013,Journal of Applied Ecology,Decomposer communities in human-impacted streams: species dominance rather than richness affects leaf decomposition,multiple stressors,acidification and eutrophication and low pH,leaf-shredding macroinvertebrates and fungal decomposers,aquatic,field,Yes,Yes,fungal species richness and community composition ,decomposition rates
Zubrod,474,Tolkkinen,2015,Functional Ecology,Human disturbance increases functional but not structural variability of stream fungal communities,multiple stressors,agriculture and low pH,fungal decomposers,aquatic,field,Yes,Yes,fungal community composition ,decomposition rates
Zubrod,475,Tolonen,2014,Journal of Applied Ecology,The relevance of ecological status to ecosystem functions and services in a large boreal lake,chemical stressor,effluents from wood-processing industry and human settlement,phyto- and zooplankton; macroinvertbrates; fish,aquatic,field,Yes,Yes,profundal macroinvertebrate and phytoplankton richness,primary and bacterial production
Zubrod,476,Traister,2013,Freshwater Science,Persistent effects of acidification on stream ecosystem structure and function,chemical stressor,acidification,macroinvertebrates,aquatic,field,Yes,Yes,macroinvertebrate community composition,stream metabolic rates
Zubrod,477,Travis,2007,Environmental Science & Technology,Impact of Transgenic tobacco on trinitrotoluene (TNT) contaminated soil community,chemical stressor,TNT,bacteria,terrestrial,lab,Yes,Yes,bacterial community composition ,Functional diversity 
Zubrod,479,Trzcinski,2016,Journal of Animal Ecology,The effects of food web structure on ecosystem function exceeds those of precipitation,Climate change,altered precipitation patterns,microbes and macroinvertebrates within water-filled bromeliads,aquatic,field,Yes,Yes,functional group composition,decomposition and FPOM production
Zubrod,480,Vadrucci,2013,Ecological Indicators,Ability of phytoplankton trait sensitivity to highlight anthropogenic pressures in Mediterranean lagoons: A size spectra sensitivity index (ISS-phyto),multiple stressors,organic loading; nutrient loading; hazardous substances; fishing; alien species; navigation; physical and other modifications,phytoplankton,aquatic,field,Yes,Yes,phytoplankton diversity,primary production
Zubrod,481,Val,2016,Science of the Total Environment,Influence of global change-related impacts on the mercury toxicity of freshwater algal communities,multiple stressors,temperature and mercury,periphyton,aquatic,lab,Yes,Yes,species composition,primary production
Zubrod,482,Valdivia,2015,Plos One,Consistent Richness-Biomass Relationship across Environmental Gradients in a Marine Macroalgal-Dominated Subtidal Community on the Western Antarctic Peninsula,multiple stressors,distance from nearest glaciers and subtidal depth,macroalgae,aquatic,field,Yes,Yes,taxonomic and functional richness,primary production
Zubrod,483,Valles,2011,Plant Ecology,"Effects on soil, microclimate and vegetation of the native-invasive Retama monosperma (L.) in coastal dunes",Inasive species,woody shrub invading dune ecosystem,above and below-ground vegetation,terrestrial,field,Yes,Yes,species richness and Shannon diversity,primary production
Zubrod,484,Van,2010,Marine Ecology Progress Series,"Diversity, trait displacements and shifts in assemblage structure of tidal flat deposit feeders along a gradient of hydrodynamic stress",Physical,hydrodynamic stress,deposit-feeding macrobenthos,aquatic,field,Yes,Yes,species richness and diversity,bioturbation
Zubrod,485,Van,2016,Environmental Toxicology and Chemistry,The Effects Of Zinc On The Structure And Functioning Of A Freshwater Community: A Microcosm Experiment,chemical stressor,zinc,plankton community,aquatic,lab,Yes,Yes,community composition,primary production
Zubrod,486,Van,2014,Applied and Environmental Microbiology,Soil Microbial Responses to Increased Moisture and Organic Resources along a Salinity Gradient in a Polar Desert,multiple stressors,resource addition (water; organic matter) and salinity,microbes,terrestrial,field,Yes,Yes,bacterial community composition,microbial respiration and activity
Zubrod,487,van,2015,Ecosystems,Plant Species Diversity Mediates Ecosystem Stability of Natural Dune Grasslands in Response to Drought,Resource availability,drought,plants,terrestrial,field,Yes,Yes,plant species diversity and plant functional diversity,primary production
Zubrod,488,Vandenberghe,2008,Oikos,The influence of competition from herbaceous vegetation and shade on simulated browsing tolerance of coniferous and deciduous saplings,multiple stressors,browsing and competition,tree saplings,terrestrial,field,Yes,Yes,different levels of plant competition,primary production
Zubrod,489,Vangronsveld,1996,Environmental Pollution,Reclamation of a bare industrial area contaminated by non-ferrous metals: Physicochemical and biological evaluation of the durability of soil treatment and revegetation,chemical stressor,heavy metals (pyrometallurgic zinc smelter site),plant and fungal community,terrestrial,field,Yes,Yes,plant and fungal diversity,mycorrhizal infection rates
Zubrod,490,Vaquer,2015,Environmental Science & Technology,Dissolved Organic Nitrogen Inputs from Wastewater Treatment Plant Effluents Increase Responses of Planktonic Metabolic Rates to Warming,Climate change; multiple,warming and higher dissolved organic nitrogen loads,planktonic community,aquatic,lab,Yes,Yes,planktonic community composition,respiration and primary production
Zubrod,492,Vaz,2013,Biological Invasions,Functional diversity and climate change: effects on the invasibility of macroalgal assemblages,multiple stressors,warming and higher pCO2 and invasive macroalga,macroalgae,aquatic,lab,Yes,Yes,functional diversity,primary production 
Zubrod,493,Velasco,2009,Geoderma,Effect of fire and retardant on soil microbial activity and functional diversity in a Mediterranean pasture,multiple stressors,fire and fire retardant,soil microbes,terrestrial,field,Yes,Yes,Functional diversity ,microbial activity 
Zubrod,494,Vera,2010,Ecotoxicology,New evidences of Roundup(A (R)) (glyphosate formulation) impact on the periphyton community and the water quality of freshwater ecosystems,multiple stressors,Glyphosate and turbidity,periphyton,aquatic,lab,Yes,Yes,periphyton community composition,primary production
Zubrod,495,Verdonschot,2012,Ecological Indicators,Development of a multimetric index based on macroinvertebrates for drainage ditch networks in agricultural areas,multiple stressors,stress gradient in drainage ditches (incl. eutrophication; organic pollution and salinity),macroinvertebrates,aquatic,field,Yes,Yes,community composition,traits such as functional feeding group
Zubrod,496,Verges,2011,Plos One,Spatial Patterns in Herbivory on a Coral Reef Are Influenced by Structural Complexity but Not by Algal Traits,Biotic,predation by fish,macroalgae,aquatic,field,Yes,Yes,algae community composition,primary and secondary production
Zubrod,498,Verissimo,2012,Ecological Indicators,Ability of benthic indicators to assess ecological quality in estuaries following management,multiple stressors,anthropogenic pressures in an estuary (particularly eutrophication,macrobenthic communities,aquatic,field,Yes,Yes,community composition,eco-exergy
Zubrod,500,Verma,2015,Tropical Grasslands-Forrajes Tropicales,"Variations in soil properties, species composition, diversity and biomass of herbaceous species due to ruminant dung residue in a seasonally dry tropical environment of India",multiple stressors,alterations due to cow dung (nutrients; moisture),herbaceous vegetation in a natural grassland,terrestrial,field,Yes,Yes,community composition,primary production
Zubrod,502,Villeneuve,2011,Freshwater Biology,"In situ interactions between the effects of season, current velocity and pollution on a river biofilm",multiple stressors,current; flow velocities and light intensities,periphyton,aquatic,lab,Yes,Yes,community composition,primary production
Zubrod,503,Villeneuve,2010,Aquatic Sciences,"Influence of slight differences in environmental conditions (light, hydrodynamics) on the structure and function of periphyton",multiple stressors,chemical pollution; current; season,periphyton,aquatic,field,Yes,Yes,community composition,primary production
Zubrod,504,Villnas,2013,Ecology,The role of recurrent disturbances for ecosystem multifunctionality,Resource availability,hypoxia,benthic communities,aquatic,field,Yes,Yes,community composition,sediment respiration; nutrient fluxes; bioturbation potential
Zubrod,505,Villnas,2012,Plos One,Consequences of Increasing Hypoxic Disturbance on Benthic Communities and Ecosystem Functioning,Resource availability,recurring hypoxic disturbances,benthic communities,aquatic,field,Yes,Yes,trait composition,respiration; nutrient fluxes; primary and secondary production; decomposition; bioturbation
Zubrod,507,Vought,1998,Aquatic Conservation-Marine and Freshwater Ecosystems,"Effect of riparian structure, temperature and channel morphometry on detritus processing in channelized and natural woodland streams in southern Sweden",Physical,stream channelisation,benthic macroinvertebrate community,aquatic,field,Yes,Yes,community composition,decomposition
Zubrod,508,Vye,2015,Oikos,Stressor intensity determines antagonistic interactions between species invasion and multiple stressor effects on ecosystem functioning,multiple stressors,invasions; nutrient enrichment and ocean warming,synthetic macroalgal assemblage,aquatic,lab,Yes,Yes,community composition,primary production
Zubrod,509,Waiser,2016,Ecotoxicology and Environmental Safety,"Effects of erythromycin, trimethoprim and clindamycin on attached microbial communities from an effluent dominated prairie stream",chemical stressor,"antibiotics (erythromycin (ER); trimethoprim (TR)and clindamycin (CL))",attached microbes,aquatic,lab,Yes,Yes,bacterial community composition ,primary and bacterial production
Zubrod,510,Wakelin,2010,Biology and Fertility of Soils,Structural and functional response of soil microbiota to addition of plant substrate are moderated by soil Cu levels,chemical stressor,Cu,soil microbes,terrestrial,field,Yes,Yes,bacterial community composition ,catabolic function 
Zubrod,511,Wakelin,2010,Pedobiologia,"A single application of Cu to field soil has long-term effects on bacterial community structure, diversity, and soil processes",chemical stressor,Cu,soil microbes,terrestrial,field,Yes,Yes,Bacterial; archaeal and fungal community composition ,microbial respiration
Zubrod,512,Wang,2016,Scientific Reports,"Forests and ozone: productivity, carbon storage, and feedbacks",chemical stressor,tropospheric ozone,forest trees,terrestrial,simulation,Yes,Yes,community composition,primary production
Zubrod,513,Wang,2011,Plos One,Watershed Urbanization Alters the Composition and Function of Stream Bacterial Communities,multiple stressors,watershed urbanization (scouring flows; together with the nutrient; contaminant; and thermal pollution),sediment microbes,aquatic,field,Yes,Yes,bacterial community composition ,denutrient transformation potential 
Zubrod,515,Wang,2007,Ecotoxicology and Environmental Safety,"The influence of soil heavy metals pollution on soil microbial biomass, enzyme activity, and community composition near a copper smelter",chemical stressor,heavy metals (adjacent copper smelter),soil microbes,terrestrial,field,Yes,Yes,microbial community compoition ,Enzyme activity
Zubrod,516,Wardle,2000,Oikos,Stability of ecosystem properties in response to above-ground functional group richness and composition,Climate change,drought,artificial communities of plants and herbivores,terrestrial,lab,Yes,Yes,manipulated composition,primary production and below-ground decomposition 
Zubrod,517,Wardle,2001,Soil Biology & Biochemistry,Impacts of ground vegetation management strategies in a kiwifruit orchard on the composition and functioning of the soil biota,multiple stressors,Ground management: maintenance of pasture; planting of a dwarf fescue mulch; sawdust application; cultivation and herbicides,soil community,terrestrial,field,Yes,Yes,community composiiton,respiration
Zubrod,518,Weand,2010,Soil Biology & Biochemistry,Effects of tree species and N additions on forest floor microbial communities and extracellular enzyme activities,multiple stressors,tree species and N addition,soil microbes,terrestrial,field,Yes,Yes,microbial community composition ,Enzyme activity
Zubrod,520,Whittington,2013,Functional Plant Biology,Consequences of elevated temperatures on legume biomass and nitrogen cycling in a field warming and biodiversity experiment in a North American prairie,Climate change,warming,legumes,terrestrial,field,Yes,Yes,plant diversity ,primary production
Zubrod,523,Wilk,2016,Clean-Soil Air Water,Contrasting Phytoplankton Structure and Morphologically Based Functional Groups of Reservoirs That Differ in the Adjacent Surrounding,Habitat change,fragmentation and degradation,phytoplankton,aquatic,field,Yes,Yes,community composition ,primary production
Zubrod,524,Williams,2013,Applied Soil Ecology,Indicators of soil ecosystem services in conventional and organic arable fields along a gradient of landscape heterogeneity in southern Sweden,Agriculture,farming method and landscape heterogeneity,soil microbes,terrestrial,field,Yes,Yes,microbial community composition ,nutrient cycling
Zubrod,525,Williams,2007,Applied Soil Ecology,"Seven years of enhanced water availability influences the physiological, structural, and functional attributes of a soil microbial community",Resource availability,enhanced water availability,soil microbes,terrestrial,field,Yes,Yes,microbial community composition  and functional composition ,respiration
Zubrod,527,Wilsey,2000,Ecology,Biodiversity and ecosystem functioning: Importance of species evenness in an old field,Effects of stress simulated by diversity manipulation,plant community,terrestrial,field,,Yes,Yes,plant diversity ,primary production
Zubrod,528,Wilson,2003,Environmental Science & Technology,Effects of three pharmaceutical and personal care products on natural freshwater algal assemblages,chemical stressor,Pharmaceutical and Personal Care Products (Ciprofloxacin; Triclosan and Tergitol NP 10),natural algal communities,aquatic,lab,Yes,Yes,community composition,primary production
Zubrod,529,Wilson,2004,Environmental Science & Technology,Structural and functional responses of plankton to a mixture of four tetracyclines in aquatic microcosms,chemical stressor,"Pharmaceutical mixture (tetracycline; oxytetracycline; doxycycline; andchlortetracycline)",zooplankton and phytoplankton communities,aquatic,lab,Yes,Yes,zooplankton and phytoplankton community composition,primary production and respiration
Zubrod,530,Wipf,2005,Journal of Applied Ecology,Effects of ski piste preparation on alpine vegetation,habitat change,ski piste preparation,alpine vegetation,terrestrial,field,Yes,Yes,plant community composition,primary production
Zubrod,531,Woodcock,2004,Environmental Monitoring and Assessment,Effects of roadway crossings on leaf litter processing and invertebrate assemblages in small streams,chemical stressor,roadway runoff,stream invertebrates,aquatic,field,Yes,Yes,invertebrate community composition,decomposition 
Zubrod,532,Woodcock,2005,Environmental Pollution,Leaf litter processing and invertebrate assemblages along a pollution gradient in a Maine (USA) headwater stream,multiple stressors,metal pollution and channelization,stream invertebrates,aquatic,field,Yes,Yes,invertebrate community composition,decomposition
Zubrod,534,Wu,2002,Fems Microbiology Ecology,Effect of temperature stress on structure and function of the methanogenic archaeal community in a rice field soil,Temperature,low- and high-temperature stress,methanogenic archaeal community,terrestrial,lab,Yes,Yes,archaeal community composition ,quantification of marker gases  and substances 
Zubrod,535,Wurzbacher,2014,Plos One,Importance of Saprotrophic Freshwater Fungi for Pollen Degradation,Habitat,lake type,microbial community,aquatic,lab,Yes,Yes,bacterial and fungal community composition ,protease activity
Zubrod,536,Wyatt,2010,Freshwater Biology,"The importance of nutrient co-limitation in regulating algal community composition, productivity and algal-derived DOC in an oligotrophic marsh in interior Alaska",Resource availability,nutrient enrichment,benthic algal communities,aquatic,lab,Yes,Yes,community composiiton,primary production
Zubrod,537,Xiang,2016,Peerj,Rapid response of arbuscular mycorrhizal fungal communities to short-term fertilization in an alpine grassland on the Qinghai-Tibet Plateau,Resource availability,fertilization (N+P),arbuscular mycorrhizal fungi,terrestrial,field,Yes,Yes,community composition,primary production 
Zubrod,538,Xiang,2015,Plant and Soil,Arbuscular mycorrhizal fungal communities show low resistance and high resilience to wildfire disturbance,Fire,,arbuscular mycorrhizal fungi,terrestrial,field,Yes,Yes,community composition ,primary production 
Zubrod,539,Xiu,2015,Ecological Research,Effects of hydrologic modifications to riparian plant communities in a large river system in northern China,Resource availability,streamflows (perennial; seasonal and dried-up),riparian plant communities,terrestrial,field,Yes,Yes,community composition,primary production
Zubrod,542,Xu,2015,Environmental Science and Pollution Research,An approach to determination of optimal species pool of periphytic microfauna in colonization surveys for marine bioassessment,Habitat,depth,periphytic microfaune,aquatic,field,Yes,Yes,community composition,primary production
Zubrod,543,Xu,2014,European Journal of Soil Biology,Soil microbial community structure and activity along a montane elevational gradient on the Tibetan Plateau,Habitat,elevation,soil microbes,terrestrial,field,Yes,Yes,community composition ,community level physiological profiles 
Zubrod,544,Xun,2015,Soil Biology & Biochemistry,"Environmental conditions rather than microbial inoculum composition determine the bacterial composition, microbial biomass and enzymatic activity of reconstructed soil microbial communities",Resource availability,fertilization history,soil microbes,terrestrial,lab,Yes,Yes,bacterial community composition ,Enzyme activity
Zubrod,545,Yakimov,2007,Isme Journal,"Primary producing prokaryotic communities of brine, interface and seawater above the halocline of deep anoxic lake L'Atalante, Eastern Mediterranean Sea",Habitat,Gradients of physico-chemical factors (for example; depth-related gradients of Gradients of physico-chemical factors (for example; depth-related gradients of light; temperature; salinity; nutrients and pressure),microbes,aquatic,field,Yes,Yes,microbial community compositions,"functional gene distributions and [14C]bicarbonate functional gene distributions and [14C]bicarbonateassimilation activities"
Zubrod,546,Yang,2012,Journal of Environmental Sciences,Plant species coexistence alleviates the impacts of lead on Zea mays L,multiple stressors,Plant commonity composition and Pb,soil microbes,terrestrial,lab,Yes,Yes,plant  and soil microbial community composition,soil microbial activity ; functional group diversity; as well as arbuscular soil microbial activity ; functional group diversity; as well as arbuscular mycorrhizal colonization
Zubrod,547,Yates,2014,Ecological Indicators,Sensitivity of structural and functional indicators depends on type and resolution of anthropogenic activities,multiple stressors,inter alia wastewater treatment;crop cultivation or livestock production,benthic macroinvertebrates,aquatic,field,Yes,Yes,community composition,inter alia primary production and respiration
Zubrod,548,Young,2011,Forest Ecology and Management,Effects of species and tree size diversity on recruitment in the Alaskan boreal forest: A geospatial approach,multiple stressors,logging; wildfire; and insect damage (only confounding factors),boreal forest trees,terrestrial,field,Yes,Yes,species and tree size diversity,recruitment as proxy for primary production
Zubrod,549,Young,2009,Freshwater Biology,Contrasting responses to catchment modification among a range of functional and structural indicators of river ecosystem health,multiple stressors,land use gradient,stream community,aquatic,field,Yes,Yes,invertebrate community composition,primary production; respiration; decomposition
Zubrod,550,Young,2010,Agroforestry Systems,"Plant-soil biodiversity relationships and nutrient retention in agricultural riparian zones of the Sacramento Valley, California",multiple stressors,agricultural land use gradient,plant and below-ground communities,terrestrial,field,Yes,Yes,plant; microbial and nematode diversity,plant productivity and nutrient storage
Zubrod,551,Yule,2015,Freshwater Science,Urbanization affects food webs and leaf-litter decomposition in a tropical stream in Malaysia,multiple stressors,Stream urbanization (inter alia channelization),stream community,aquatic,field,Yes,Yes,invertebrate community composition,biofilm growth and leaf decomposition
Zubrod,552,Zak,2006,Ecology,Microbial community composition and function across an arctic tundra landscape,Habitat,distinct distinct arctic tundra ecosystems,soil microbes,terrestrial,field; lab,Yes,Yes,microbial community compositions,microbial respiration; net methane production; and the activity of extracellular enzymes; usage of 13Ccellobiose; 13C-N-acetylglucosamine; or 13C-vanillin
Zubrod,553,Zak,2000,Ecological Applications,Atmospheric CO2 and the composition and function of soil microbial communities,multiple stressors,Elevated atmospheric CO2 (applied to above-ground plants) and soil-N-availability,soil microbes,terrestrial,field,Yes,Yes,microbial community composition ,gross N mineralization; microbial immobilization; gross N mineralization; microbial immobilization; and nutrient transformation
Zubrod,555,Zavaleta,2003,Ecological Monographs,"Grassland responses to three years of elevated temperature, CO(2), precipitation, and N deposition",Climate change,elevated CO2; warming; nitrogen deposition; and precipitation,annual grassland,terrestrial,field,Yes,Yes,plant diversity,plant productivity
Zubrod,556,Zavalloni,2008,Plant and Soil,Does a warmer climate with frequent mild water shortages protect grassland communities against a prolonged drought?,Climate change,drought and elevated temperature,grassland,terrestrial,field,Yes,Yes,diversity ,primary production
Zubrod,557,Zeglin,2013,Ecology,Altered precipitation regime affects the function and composition of soil microbial communities on multiple time scales,Climate change,extended extended intervals between rainfalls,soil microbes,terrestrial,field,Yes,Yes,community composition ,respiration and enzyme activity
Zubrod,558,Zelikova,2012,Plant and Soil,Warming and increased precipitation frequency on the Colorado Plateau: implications for biological soil crusts and soil processes,Climate change,Warming and increased precipitation,,terrestrial,field,Yes,Yes,only organism groups quantified ,enzyme activity; photosynthetic capacity
Zubrod,559,Zgola,2014,Applied Ecology and Environmental Research,The Response Of Aquatic Plants To Catchment Land Use For Different Types Of Lowland Rivers,multiple stressors,stream type and land use,macrophytes,aquatic,field,Yes,Yes,community composition,functional growth forms
Zubrod,560,Zhang,2010,Soil Biology & Biochemistry,Does microbial habitat or community structure drive the functional stability of microbes to stresses following re-vegetation of a severely degraded soil?,multiple stressors,Cu and heat,soil microbes,terrestrial,field; lab,Yes,Yes,community composition ,decomposition
Zubrod,561,Zhang,2013,Soil Biology & Biochemistry,Litter quantity confers soil functional resilience through mediating soil biophysical habitat and microbial community structure on an eroded bare land restored with mono Pinus massoniana,multiple stressors,Cu and heat,soil microbes,terrestrial,field; lab,Yes,Yes,community composition ,decomposition
Zubrod,562,Zhang,2009,Applied Soil Ecology,Effects of the invader Solidago canadensis on soil properties,Invasive species,invasive goldenrod weed,soil microbes,terrestrial,field,Yes,Yes,functional diversity ,respiration
Zubrod,563,Zhang,2005,Science in China Series C-Life Sciences,"Impacts of methamidophos, copper, and their combinations on bacterial community structure and function in black soil",chemical stressor,methamidophos; copper; and their combinations,soil microbes,terrestrial,lab,Yes,Yes,community composition ,resource use ; dehydrogenation activity and respiration
Zubrod,564,Zhang,2013,Ecological Modelling,Integrated ecosystem health assessment of a macrophyte-dominated lake,multiple stressors,land-use types; chemical land-use types; chemical stressors including nutrients and organic pollution; and physical stressors including water depth and grain size,macrophytes,aquatic,field,Yes,Yes,plant diversity,leucine amino peptide enzymes and primary production
Zubrod,566,Zhang,2006,Environmental Geology,"Soil quality changes in land degradation as indicated by soil chemical, biochemical and microbiological properties in a karst area of southwest Guizhou, China",multiple stressors,intense cultivation intense cultivation and vegetation degradation,,,field,Yes,Yes,bacterial community composition ,respiration and enzame activity
Zubrod,567,Zhang,2012,Journal of Environmental Sciences,Nitrogen deposition alters soil chemical properties and bacterial communities in the Inner Mongolia grassland,Resource availability,N deposition,soil microbes,terrestrial,field,Yes,No,bacterial community composition,
Zubrod,568,Zheng,2010,European Journal of Soil Science,Composition and function of microbial communities during the early decomposition stages of foliar litter exposed to elevated CO2 concentrations,Climate change,altered leaf quality due to elevated CO2,soil microbes,terrestrial,field,Yes,Yes,microbial community composition ,decomposition
Zubrod,569,Zhou,2008,Journal of Environmental Sciences,Microbial community diversity in the profile of an agricultural soil in northern China,Habitat,soil depth,soil microbes,terrestrial,field,Yes,Yes,composition of physiological groups of microorganisms,resource use 
Zubrod,570,Zhou,2006,Chinese Science Bulletin,Ecological stability of Tarim Desert Highway shelterbelt,chemical stressor,salinity,plants,terrestrial,field,Yes,Yes,community composition,primary production
Zubrod,571,Zoppini,2010,Hydrobiologia,"Dynamics of a benthic microbial community in a riverine environment subject to hydrological fluctuations (Mulargia River, Italy)",multiple stressors,hydrological fluctuation,benthic microbes,aquatic,field,Yes,Yes,community composition,respiration and enzyme activities
Zubrod,572,Zubrod,2015,Journal of Applied Ecology,Inorganic fungicides as routinely applied in organic and conventional agriculture can increase palatability but reduce microbial decomposition of leaf litter,chemical stressor,Cu and elemental sulfur,microbes,aquatic,lab,Yes,Yes,fungal community composition,decomposition and conditioning
